StartDate,EndDate,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q9,Q8,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q11,Q12,Q12_6_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_7_TEXT,Q19,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q18,Q23,Q24,Q25,Q26,Q26_1_TEXT,Q27,Q27_1_TEXT,Q28,Q29,Q30,Q31,Q32,SCREENED 
10/11/2017,10/11/2017,66.183.13.199,100,371,1,10/11/2017,R_RzzXpk5E1pyAqnT,49.255096435547,-123.06669616699,anonymous,EN,150,5,1,4,3,3,4,3,3, , , ,1, , , , ,2,5,3,5,4,4,4, ,1,4,5,5,4,5,2,2, ,5,5,5,5,5,5,5,5,5,2, , , , , , , , , , , , ,1, , ,2,1,2,4,1,1,1,1,1,2,1,2,1, 
10/11/2017,10/11/2017,209.121.13.59,100,484,1,10/11/2017,R_1pyhbcRSAZZj89D,49.279495239258,-123.06669616699,anonymous,EN,150,4,3,2,1,2,6,5,5, , ,1,1, , , , ,3,4,4,5,1,4,2,1,1,5,5,5,5,1,2,2, ,5,4,3,5,5,5,5,5,5,2, , , , , , , , ,love everything about it, , , ,1, , ,1,1,2,3,1,6,1,3,1,2,2,2,1, 
10/11/2017,10/11/2017,70.79.90.70,100,749,1,10/11/2017,R_51pZFezGIn7D2c9,49.35969543457,-123.03770446777,anonymous,EN,138,3,2,2,1,2,2,4,7, , , ,1, , , , ,2,3,5,5,2,4,3,1,1,3,5,3,3,1,1,5, ,2,5,1,1,1,6,1,1,3,1, , , , , , ,1,It's dependent on where I'm going. I've been mostly close to Burnaby for the last while and Evo does not operate in Burnaby, , , , , ,1, ,1,2,2,3,1,2,1,1,1,1,2,5,1, 
10/11/2017,10/11/2017,167.220.24.93,100,383,1,10/11/2017,R_3GDLWx3wOgX7l77,37.354095458984,-121.95520019531,anonymous,EN,144,5,3,4,1,1,4,3,5,1, ,1,1, , , , ,3,5,2,4,4,4,1,2,1,5,5,1,2,2, ,3, ,2,1,1,2,3,2,3,4,4,1,1, , , ,1, , , , , , , ,1, , ,3,3,1,3,1,2,1,1,2,1,2,3,1, 
10/11/2017,10/11/2017,173.180.106.66,100,294,1,10/11/2017,R_3rIARLduak6Vmwb,49.283294677734,-123.12979888916,anonymous,EN,150,4,3,5,2,1,3,1,1, , , ,1, , , , ,1,4,3,5,5,5,3,2,2,5,4,4,4,5,1,2, ,5,5,4,4,5,4,4,5,5,2, , , , , , , , , , , , , , ,1,2, ,4,3,1,1,1,0,7,2,2,2,1, 
10/11/2017,10/11/2017,198.103.39.129,100,369,1,10/11/2017,R_eKgzqYjloHx7WPn,49.248001098633,-123.09130096436,anonymous,EN,150,4,3,6,2,2,2,2,3, , ,1,1, , , , ,1,4,4,5,5,3,2, ,2,2,5,4,4,2,1,5, ,3,3,1,4,5,3,5,3,3,2, , , , , , , , , , , , , , ,1,1,2,2,3,1,2,1,2,1,2,2,5,1, 
10/11/2017,10/11/2017,24.114.72.14,100,556,1,10/11/2017,R_3KpHbusgyRrsj4O,43.693405151367,-79.485702514648,anonymous,EN,150,5,1,7,2,2,5,4,1, , ,1,1, , , , ,2,1,5,5,4,2,1,1,2,5,5,4,5,1,2,2, ,5,4,1,5,4,4,4,1,4,1,1, , , , , , , , , , , ,1, , ,1,1,2,3,1,2,1,0,1,2,2,2,1, 
10/11/2017,10/11/2017,216.251.153.154,100,813,1,10/11/2017,R_1eJY3pSTpAcAqLO,49.286605834961,-123.1157989502,anonymous,EN,150,5,6,2,1,2,2,3,3, , , ,1, , , , ,3,5,5,5,5,2,5,1,2,4,5,1,5,1,2,5, ,4,3,1,2,5,5,5,1,5,1,1, , ,1, , ,1,Evo's weren't quite as conveniently located near where I live as I had wanted.,"I think carsharing is a fantastic idea. I have friends who are interested in purchasing a car and always tell them to carshare for a year and tally up how much they spent on carsharing for the year before diving into a new vehicle. 

The major reason I have my own car is I like to get into the mountains for skiing, hiking and climbing. The carshare option is a bit too expensive for full day/overnight excursions, but it is a great option for getting around the city.

I really like that there are bike racks on the evo as it gives me an option to ride one way and drive home with my bike the other direction if needed, but I do find them really challenging to use (I'm 5 food 2 and those racks are really far up there!) and takes a lot of ""driving"" time up.", , , ,1, , ,3,2,2,3,1,2,1,3,2,2,1,3,1, 
10/11/2017,10/11/2017,204.15.175.66,100,329,1,10/11/2017,R_30wa2gwN1DOTvl2,49.261993408203,-123.09230041504,anonymous,EN,150,6,2,4,3,1,6,2,2,1, ,1,1, , , , ,2,4,5,5,3,1,2,1,2,5,5,5,5,1,1,1, ,4,4,2,5,5,4,5,4,5,2, , , , , , , , , , , , , , ,1,1,1,1,4,1,2,1,0,1,2,2,5,1, 
10/11/2017,10/11/2017,24.86.204.124,100,566,1,10/11/2017,R_2uy1fX1xMCsOvKP,49.29899597168,-123.14080047607,anonymous,EN,149,1,1,5,1,2,2,2,3, ,1, ,1, , , , ,2,3,4,5,5,4,5, ,2,5,5,5,2,4,2,3, ,5,2,1,2,5,1,5,2,5,2, , , , , , , , ,Eco should come to surrey/Langely, , , ,1, , ,2,1,1,3,1,4,1,2,1,2,2,4,1, 
10/11/2017,10/11/2017,154.5.50.246,100,313,1,10/11/2017,R_1iqRGDyJ5XHArt6,49.239700317383,-123.04069519043,anonymous,EN,150,6,2,2,3,1,4,1,6, , ,1,1, , , , ,3,5,1,4,5,4,1,1,2,1,5,4,5,2,1,5, ,1,1,1,2,1,2,2,2,4,2, , , , , , , , , , ,1, ,1, , ,2,1,2,3,1,2,1,1,1,1,2,4,1, 
10/11/2017,10/11/2017,209.52.125.226,100,272,1,10/11/2017,R_SIDSTn4iV2sgShr,49.170700073242,-122.73260498047,anonymous,EN,150,4,3,4,1,2,2,3,3, , , ,1, , , , ,2,5,3,5,5,5,3,1,2, ,4,5,4,5,1,3, ,3,4, ,4,4,5,5,5,5,1, , ,1, , , , , , , , , , , ,1,2,2,2,3,1,2,1,1,1,2,2,5,1, 
10/11/2017,10/11/2017,208.81.120.1,100,514,1,10/11/2017,R_270TS5Hx6PifVRb,49.166702270508,-122.96670532227,anonymous,EN,138,7,1,7,2,1,2,1,1, , , ,1, , , , ,1,4,4,5,4,3,3,1,2,3,5,1,1,4,1,4, ,2,4,2,4,5,5,5,6,5, , , , , , , , , ,I feel it's a little pricey, , , , , ,1,2,1,2,4,1,1,1,0,1,2,4, ,1, 
10/11/2017,10/11/2017,24.86.130.98,100,781,1,10/11/2017,R_2q8XDxXuNxOvEzL,49.248001098633,-123.09130096436,anonymous,EN,150,3,2,2,2,1,2,2,5, , ,1,1, , , , ,3,3,5,5,5,1,1, ,1,4,5,5,4,1,2,4, ,5,5,1,1,5,3,5,5,5,1,1, ,1, , ,1, , ,"More parking spots close to ferries, and sight seeing places.", ,1, ,1, , ,2,2,2,3,1,1,1,1,1,2,2,1,1, 
10/11/2017,10/11/2017,108.180.214.75,100,590,1,10/11/2017,R_1GP41Etv0Ga1BGi,49.249206542969,-123.11039733887,anonymous,EN,150,7,2,6,1,2,2,2,5, , ,1,1, , , , ,2,3,4,5,4,5,1, ,2,1,5,3,4,5,1,5, ,5,2,1,1,1,5,5,1,5,2, , , , , , , , ,It would be nice to have taxi stand style drop off locations downtown. I often don’t take a car share downtown because it is so difficult to find parking. There are reserved spots but there is no garantee they are free., , , ,1, , ,1,3,1,4,1,1,1,1,1,1,3,5,1, 
10/11/2017,10/11/2017,24.244.32.190,100,437,1,10/11/2017,R_20NJyYUhqdrf60j,49.234405517578,-123.1450958252,anonymous,EN,150,7,7,6,2,2,3,2,1, , , ,1, , , , ,2,5,5,5,5,5,5,2,2,5,5,3,3,2,2,6,"A vehicle would be convenient, but I can't really afford it and there are enough alternatives that I don't feel disadvantaged not having a car.",5,5,5,5,5,5,5,3,5, , , , , , , , , ," It's honestly great, it gives me so much more freedom to get around and experience things so I feel very lucky to have it available to me.", ,1,1,1, , ,2,1,2,4,1,0,1,0,1,2,1,1,1, 
10/11/2017,10/11/2017,108.171.135.171,100,315,1,10/11/2017,R_WD7l227uvqU6clX,34.054397583008,-118.2440032959,anonymous,EN,150,3,1,1,1,2,2,2,7, , ,1,1, , , , ,3,2,4,4,5,5,1,1,2,5,5,1,4,1,2,2, ,4,1,1,1,5,5,5,6,5,2, , , , , , , , ,"I use it instead of taking a taxi when planning my nights out (drinking). i find it VERY difficult to use in peak hours because traffic sucks and parking is WAY too limited. Ex. I would love to take it downtown to robson, but not enough parking options and is too costly in rush hour. would also love to take a car to whistler or on adventures, but don't want to pay all day.", ,1, , , , ,1,1,2,1,1,1,1,1,1,2,1,3,1, 
10/11/2017,10/11/2017,159.18.221.196,100,507,1,10/11/2017,R_1l5lGjqgnuY6dzX,43.640396118164,-79.39949798584,anonymous,EN,150,6,3,6,1,1,2,2,2, , , ,1, , , , ,2,4,5,5,5,1,2,1,1,4,5,3,4,1,1,1, ,5,5,1,3,5,5,5,5,5, , , , , , , , , ,I can't think of anything, ,1, , , , ,2,2,1,4,1,1,1,1,1,2,3,3,1, 
10/11/2017,10/11/2017,24.114.36.64,100,414,1,10/11/2017,R_1pxqtkR4iJfHevK,53.550003051758,-113.5,anonymous,EN,150,5,1,6,2,1,3,3,3, , , ,1, , , , ,2,4,5,5,4,3,3,2,2,5,5,2,3,1,2,3, ,4,5,1,5,5,4,5,5,5,2, , , , , , , , ,Awesome idea. I hope evo keeps expanding its homezone, , , ,1, , ,2,1,2,4,1,2,1,1,2,2,2,1,1, 
10/11/2017,10/11/2017,24.84.216.15,100,540,1,10/11/2017,R_25Z4YlLNrj315z4,49.215103149414,-123.13960266113,anonymous,EN,150,3,2,2,1,1,1,1,5, , , ,1, , , , ,2,3,3,3,5,1,3,1,2,3,3,1,1,5,1,5, ,1,1,1,1,4,4,4,1,4, , , , , , , , , , , ,1, , , , ,1,3,1,2,1,1,1,1,1,1,3,4,1, 
10/11/2017,10/11/2017,172.218.32.27,100,356,1,10/11/2017,R_25YgiYpwgfeWbU8,49.315994262695,-123.05760192871,anonymous,EN,144,4,1,5,2,1,4,3,3, , , ,1, , , , ,1,2,4,5,3,5,1, ,2,4,5,1,3,3, ,3, ,2,2,1,2,4,4,3,3,4,2, , , , , , , , , , , , ,1, , ,2,1,1,3,1,2,1,1,1,2,2, ,1, 
10/11/2017,10/11/2017,154.20.172.174,100,275,1,10/11/2017,R_2P6gyGwgOm2blUd,49.33219909668,-123.14170074463,anonymous,EN,151,1,1,7,1,1,1,2,5, , , ,1, , , , ,1,3,3,3,5,3,1,2,2,1,5,3,4,3,1,5, ,3,1,1,1,3,1,3,1,4,2, , , , , , , , , , , , ,1, , ,1,1,2,4,1,3,1,4,1,1,4, ,1, 
10/11/2017,10/11/2017,198.1.61.125,100,339,1,10/11/2017,R_Tc3n77SHrOXddIJ,49.25,-123.13330078125,anonymous,EN,150,7,2,4,1,1,2,3,3, , ,1,1, , , , ,2,5,3,5,5,5,5, ,2,1,5,2,3,5,1,5, ,4,4,4,4,3,3,3,4,4,2, , , , , , , , , , , , ,1, , ,3,1,2,4,1,2,1,1,1,2,2,2,1, 
10/11/2017,10/11/2017,209.52.88.40,100,561,1,10/11/2017,R_6FFAiK5KNckM0IF,49.25,-123.13330078125,anonymous,EN,150,7,2,2,2,2,3,2,2, , , ,1, , , , ,2,4,5,5,3,3,3,1,1,5,5,5,5,1, ,2, ,4,4,1,4,5,4,5,3,5, , , , , , , , , ,Convenient but more parking spots would be great, , , ,1, , ,3,2,1,3,1,2,1,1,1,2,1,5,1, 
10/11/2017,10/11/2017,204.15.175.66,100,643,1,10/11/2017,R_2qErhs1Khjz1iyL,49.261993408203,-123.09230041504,anonymous,EN,150,6,4,2,1,2,4,1,1, , , ,1, , , , ,2,5,5,5,1,5,3,2,2,5,5,3,5,1,2,3, ,4,4,3,4,4,5,5,2,4,2, , , , , , , , , , , , ,1, , ,1,1,2,3,1,1,1,0,1,2,2,3,1, 
10/11/2017,10/11/2017,50.68.53.67,100,543,1,10/11/2017,R_2QAm4C291JT40yf,49.315994262695,-123.05760192871,anonymous,EN,144,4,1,1,1,1,3,3,7, , ,1,1, , , , ,2,4,5,5,5,4,1,1,2,3,5,4,5,1,1,2, ,3,3,1,1,5,5,5,1,5,1, , , , , , ,1,I moved out on the zone in North Vancouver so it wasn't as beneficial to use the carshare.,"I think they're great and super convenient. I may be a bit biased, but I'd love to see a more expanded zone on the North Shore as well as Burnaby.", , , ,1, , ,1,2,1,3,1,2,1,2,2,2,2,4,1, 
10/11/2017,10/11/2017,142.103.205.100,100,885,1,10/11/2017,R_2V8f8NeN43kPSKM,49.463500976562,-122.82199859619,anonymous,EN,157,7,6,3,1,2,4,2,1, , ,1,1, , , , ,1,1,5,5,1,1,2,1,2,5,5,1,4,5,2,2, ,5,4,2,4,5,5,4,2,5,2, , , , , , , , ,The only downside to car share is when there are none within 750m. I use car share following a big grocery shop and need a car to transport my groceries home.


It's great to go to a party and not have to pick up your car the next day., , , ,1, , ,2,2,1,3,1,2,1,0,1,2,2,5,1, 
10/11/2017,10/11/2017,207.23.161.146,100,584,1,10/11/2017,R_3I6lqYtCVBQht5b,49.25,-122.94999694824,anonymous,EN,138,7,6,7,2,2,5,4,3, ,1, ,1, , , , ,3,4,2,5,3,4,1, ,2,4,5,2,4,5, ,2, ,4,4,5,5,5,4,4,3,4,2, , , , , , , , ,It'd Be awesome if the car sharing culture were improved amongst users. More often than not I find dirty cars or cars that smell like illegal substances. 
If this was fixed and car sharing would improve intra- province or intra- municipality that'd be awesome, , , ,1, , ,1,1,1,4,1,4,1,2,2,2,2,2,1, 
10/11/2017,10/11/2017,24.80.199.63,100,439,1,10/11/2017,R_2do3wALkLGRKoy1,49.276702880859,-123.13000488281,anonymous,EN,138,4,3,6,1,1,1,1,5, , ,1,1, , , , ,2,5,5,5,4,1,3,1,2,2, ,5,4,1,1,1, ,1,1,1,5,5,5,5,5,5,2, , , , , , , , , ,1,1,1,1,1, ,1,6,1,4,1,2,1,1,2,1,1,4,1, 
10/11/2017,10/11/2017,209.121.20.66,100,493,1,10/11/2017,R_2TFbESYQIdNz3Yx,49.259994506836,-123.03979492188,anonymous,EN,143,7,1,7,1,1,2,2,2, , ,1,1, , , , ,2,2,4,5,5,4,1, ,2,5,5,1,3,3,2,3, ,2,2,3,2,4,3,5,2,4,2, , , , , , , , , , , , ,1, , ,2,3,1,4,1,4,1,1,4,2,2,6,1, 
10/11/2017,10/11/2017,50.64.143.13,100,679,1,10/11/2017,R_28TWD8Q2JD9uBRM,49.29899597168,-123.14080047607,anonymous,EN,150,6,5,4,1,3,7,1,4, , ,1,1, , , , ,2,4,5,5,2,1,1,1,2,3,3,3,1,1,1,5, ,5,5,1,5,5,5,5,1,5,2, , , , , , , , , , , ,1, , , ,1,3,1,3,1,1,1,1,2,2,2,3,1, 
10/11/2017,10/11/2017,184.71.163.106,100,305,1,10/11/2017,R_2335i56gD7NaMao,49.255096435547,-123.06669616699,anonymous,EN,150,4,4,2,1,2,3,4,3, , ,1,1, , , , ,3,5,5,5,5,5,4, ,1,5,5,5,5,2,2,1, ,3,1,1,4,3,4,4,4,4,2, , , , , , , , ,Uber would be another great option to have!, ,1, ,1, , ,2,2,2,3,1,2,1,1,1,1,2, ,1, 
10/11/2017,10/11/2017,184.71.177.26,100,474,1,10/11/2017,R_1g0HuG7Z2hGfNyC,49.260299682617,-123.14599609375,anonymous,EN,150,2,2,7,1,1,2,2,2, , , ,1, , , , ,1,1,4,5,5,5,2,1,2,4,5,5,5,2,1,2, ,4,3,2,5,5,5,5,4,5, , , , , , , , , ,Being able to have a car in reach almost anywhere in the city is a great advantage.  Especially during hours when public transit is difficult to catch., , , ,1, , ,2, ,2,4,1,2,1,1,1,1,2,4,1, 
10/11/2017,10/11/2017,74.222.153.10,100,375,1,10/11/2017,R_2YEpA5zPV0VaFMb,34.054397583008,-118.2440032959,anonymous,EN,150,4,6,3,2,1,2,2,2, , ,1,1, , , , ,2,5,5,5,5,5,5,1,1,3,5,5,5,2,1,1, ,5,3,5,3,4,4,4,4,3,1,1, , , , ,1, , , , , , , , ,1,1,1,1,3,1,1,1,1,1,2,1,5,1, 
10/11/2017,10/11/2017,137.82.67.126,100,340,1,10/11/2017,R_2uHyIiFewQsbMux,49.463500976562,-122.82199859619,anonymous,EN,150,7,6,5,1,2,4,1,1, , ,1,1, , , , ,2,5,5,5,1,4,4,1,2,5,5,5,5,1,1,2, ,3,4,3,5,5,5,5,5,5,2, , , , , , , , ,Very pleased with Evo and car2go., , , , , ,1,2,1,2,3,1,1,1,0,1,2,2,4,1, 
10/11/2017,10/11/2017,209.53.224.34,100,566,1,10/11/2017,R_1LS87MioUs73XES,49.278793334961,-123.11389923096,anonymous,EN,150,4,1,6,4,1,5,2,2, , , ,1, , , , ,2,5,2,5,5,4,2,2,2,5,5,1,2,4,2,3, ,5,5,4,5,5,5,5,5,5,1, , , , , , ,1,"I was living in an area that was not a home-zone for EVO, and therefore could not use it effectively.","It is a fantastic alternative, both for helping the environment and also simple for ease of transportation. I don't use it frequently because while the cost is appropriate it adds up very very quickly. It is also very helpful when I need to get to a different part of time that would otherwise require me to take 2 or more bus routes. I wish that there was more access in North Vancouver and West Vancouver, because the bus routes are very inefficient and it would be a big access to residents to be able to take car shares to and from central vancouver.", , ,1, , , ,2,1,2,4,1,3,1,0,1,2,2, ,1, 
10/11/2017,10/11/2017,75.157.166.168,100,365,1,10/11/2017,R_3HIHSJxylr1OkA0,49.261993408203,-123.09230041504,anonymous,EN,150,6,5,4,2,2,3,5,4, , ,1,1, , , , ,2,3,3,5,4,4,5, ,2,5,5,5,5,1, ,2, ,5,5,3,4,5,5,5,5,5,1,1, , , , , , , ,Pretty expensive, , , ,1, , ,1,1,1,3,1,5,1,2,3,1,1,6,1, 
10/11/2017,10/11/2017,206.12.44.96,100,131,1,10/11/2017,R_3Jz2FCOyr4uF22J,49.463500976562,-122.82199859619,anonymous,EN,150,3,3,3,3,2,3,2,2, , ,1,1, , , , ,1,2,3,2,2,4,4,2,2,5,3,4,4,3,1,1, ,3,4,3,4,3,3,5,4,2,1, ,1, , , , , , , , , , , , ,1,2,3,1,2,1,4,1,1,1,2,1,4,1, 
10/11/2017,10/11/2017,162.156.22.111,100,349,1,10/11/2017,R_Rm1A2fmIlO1Btkt,49.239700317383,-123.04069519043,anonymous,EN,150,4,1,3,1,1,4,3,3, , , ,1, , , , ,2,5,4,5,4,1,3,1,1,5,3,2,1,4,2,3, ,2,5,1,4,3,5,4,4,4,2, , , , , , , , ,Not at this time, , , ,1, , ,2,3,2,3,1,2,1,1,4,2,1,4,1, 
10/11/2017,10/11/2017,174.6.85.26,100,248,1,10/11/2017,R_3ipR39wQP4BnB3g,49.276901245117,-122.97610473633,anonymous,EN,138,3,2,2,1,2,2,3,4, , , ,1, , , , ,1,2,5,5,3,4,2,1,2,3,5,3,4,1,1,5, ,4,2,2,3,4,5,5,3,5,2, , , , , , , , , , , , , , ,1,1,2,2,3,1,2,1,1,1,2,2,4,1, 
10/11/2017,10/11/2017,206.87.192.39,100,410,1,10/11/2017,R_xzUQXAsPpItruM1,49.278793334961,-123.11389923096,anonymous,EN,138,5,1,7,3,2,3,1,5, , , ,1, , , , ,1,4,1,5,4,4,5,2,2,1,5,5,2,1,2,4, ,1,1,1,1,5,5,5,1,5,2, , , , , , , , ,"Evo is not yet very efficient in Burnaby, it also racks up a large fee when I go from UBC to east vancouver.", , , ,1, , ,1,1,2,4,1,3,1,2,1,1,2,5,1, 
10/11/2017,10/11/2017,209.53.175.249,100,791,1,10/11/2017,R_3fjECCURVm2KAjq,49.13639831543,-122.82130432129,anonymous,EN,143,6,5,2,2,1,2,2,4, , , ,1, , , , ,1,4,4,5,5,1,1,1,2,3,1,1,3,4,1,1, ,1,1,1,1,6,6,3,6,3,2, , , , , , , , ,"I can't give up my vehicle because I still need to drive further east (maple ridge, langley etc) regularly both for work but also family.  Evo does not extend that far (without paying for the entire time you have the car). I wish car insurance was more flexible - currently you ""pay for use"" for carshare or transit so the more you use, the more you pay.  With car insurance, it's paid upfront, so once you pay, you ""should"" use your car since it's already paid for.  If it was the opposite - only pay for car insurance when I actually drive my car, vs paying for a yearly car share membership, it would make more sense to carshare as much as possible and ""save $$"" by not driving your private auto unless absolutely necessary.  We need to change the system to not only make carsharing available, but to offer more car insurance options to only insure and drive on an as needed basis.", , , , , ,1,3,3,2,3,1,2,1,2,3,1,3, ,1, 
10/11/2017,10/11/2017,206.116.27.99,100,406,1,10/11/2017,R_12G7yCODVHd34Do,49.277893066406,-123.09080505371,anonymous,EN,150,5,5,1,1,1,3,3,5, , ,1,1, , , , ,2,4,3,5,5,4,4,1,2,2,4,5,5,2,1,6,WE HAVE 2 VEHICLES AND IT'S A LOT OF $ BUT WE HAVE 3 KIDS!,1,1,1,1,5,5,4,1,5,1,1, , ,1, , , , ,KEEP EXPANDING! (SOUTH) IT'S SUPER AWESOME!!!, ,1,1, , , ,2,3,1,4,1,2,1,2,4,2,1,4,1, 
10/11/2017,10/11/2017,138.42.113.4,100,555,1,10/11/2017,R_1GTCysmSG8TTDxi,37.311996459961,-121.96600341797,anonymous,EN,150,7,4,2,2,1,2,3,2, , ,1,1, , , , ,3,5,4,5,5,2,1,1,2,2,2,5,5,2,1,5, ,1,1,1,1,2,2,1,1,2,1,1, , , , ,1,1,Car sharing is so popular that I cannot find cars when I need them.,"I really like car sharing, but the problem for those that live and work in downtown is 
a) access to cars when I need them - cars seem to be available outside of downtown after work and on weekends (check the maps during those times)
b) parking - especially in the west end now that there is even less permit parking

means that I don't use it much. It is a great success, but I find it faster/easier/cheaper to take transit/ride/walk rather than go out of my way to find the car. And the apps that car2go and Evo have are rubbish in terms of locating cars. It is MUCH faster to walk around downtown.", , , , , ,1,2,2,1,3,1,1,1,1,1,1,3,5,1, 
10/11/2017,10/11/2017,23.16.29.149,100,872,1,10/11/2017,R_cGDNG5P4hFyDdNT,49.249694824219,-123.16600036621,anonymous,EN,150,6,1,2,1,2,2,2,4, , ,1,1, , , , ,3,4,5,5,1,1,1,1,1,5,5,1,1,1,1,5, ,1,1,1,5,1,1,1,5,5,1, , , , , , ,1,I retired., , , ,1,1, , ,1,4,1,3,1,4,1,2,1,1,3,5,1, 
10/11/2017,10/11/2017,184.70.135.150,100,409,1,10/11/2017,R_2gkA4RHELmQqzdL,49.278793334961,-123.11389923096,anonymous,EN,150,6,1,2,3,3,5,2,4, , , ,1, , , , ,2,3,4,5,3,4,4,1,2,5,5,4,5,2, ,5, ,4,5,5,3,4,5,5,2,5,2, , , , , , , , , , , , ,1, , ,2,1,2,3,1,1,1,1,1,1,2,2,1, 
10/11/2017,10/11/2017,38.88.64.113,100,401,1,10/11/2017,R_abIDYj0qXwQqRdD,49.278793334961,-123.11389923096,anonymous,EN,150,7,1,2,1,3,4,2,2, , ,1, , , , , ,2,2,5,5,1,4,1, ,1,5,5,3,4,1,2,4, ,5,5,5,5,5,4,4,2,5,2, , , , , , , , ,Need more cars and parking downtown, ,1,1,1, , ,2,1,2,2,1,2,1,1,1,2,1,2,1, 
10/11/2017,10/11/2017,174.7.236.255,100,451,1,10/11/2017,R_33d013G4krgJR81,50.120803833008,-122.95439910889,anonymous,EN,150,5,2,1,1,1,3,1,7, , ,1,1, , , , ,2,1,5,5,5,5,1,1,1,5,5,1,1,5, ,4, ,5,5,1,5,5,5,5,5,4,2, , , , , , , , , , , , ,1, , ,3,1,1,3,1,2,1,1,1,2,2,5,1, 
10/11/2017,10/11/2017,209.5.239.74,100,418,1,10/11/2017,R_2ttXQPUiu7mSwLl,49.216705322266,-122.91670227051,anonymous,EN,139,3,1,3,1,2,3,3,7, , , ,1, , , , ,1,4,4,5,5,4,5,1,2,1,5,4,4,2,1,5, ,3,5,1,1,5,5,5,1,5,2, , , , , , , , , ,1,1, , , , ,3,1,2,3,1,1,1,1,1,1,2, ,1, 
10/11/2017,10/11/2017,64.114.196.118,100,522,1,10/11/2017,R_1eWzDa0KyhwsMBp,43.631896972656,-79.371597290039,anonymous,EN,150,4,2,5,1,1,2,2,1, , ,1,1, , , , ,1,3,4,5,5,5,3, ,2,5,4,4,4,2,2,3, ,2,1,1,3,3,2,3,2,3, , , , , , , , , , , , , ,1, , ,2,1,1,3,1,3,1,2,1,2,2, ,1, 
10/11/2017,10/11/2017,207.23.175.118,100,361,1,10/11/2017,R_3luxtPF58iAVW9T,49.25,-122.94999694824,anonymous,EN,146,1,1,3,2,1,2,2,7, , , ,1, , , , ,1,4,3,5,5,5,3,1,2,1,4,1,1,5,1,5, ,2,3,1,1,3,4,2,6,5,2, , , , , , , , ,There aren't enough Evo vehicles in the area I want to use them from, , , , ,1, ,1,1,1,4,1,4,1,3,3,2,3,6,1, 
10/11/2017,10/11/2017,209.139.228.245,100,356,1,10/11/2017,R_DABjCRVB827K1Bn,49.22200012207,-123.06829833984,anonymous,EN,149,6,2,6,1,2,3,6,6, , ,1,1, , , , ,2,2,4,5,5,2,4, ,1,5,5,5,4,2,1,1, ,5,5,1,5,4,5,5,3,5,1,1, , , , , , , ,More availability would be nice, ,1, ,1, , ,3,1,1,4,1,3,1,1,1,1,1,2,1, 
10/11/2017,10/11/2017,216.129.72.226,100,599,1,10/11/2017,R_1OTDARngejYr20e,49.279495239258,-123.06669616699,anonymous,EN,150,7,1,4,2,2,3,2,1, , , ,1, , , , ,1,3,3,5,3,3,3,2,2,4,5,5,5,1,2,3, ,4,4,4,5,5,5,5,5,5,2, , , , , , , , , , , , , , ,1,2,1,2,3,1,1,1,0,1,2,1,2,1, 
10/11/2017,10/11/2017,204.50.7.244,100,480,1,10/11/2017,R_2tEcYbClpvXlB6B,49.259994506836,-123.03979492188,anonymous,EN,149,7,1,7,1,1,4,1,1,1, ,1,1, , , , ,2,5,5,5,3,4,2,1,2,5,5,4,5,1,1,2, ,5,4,4,5,5,5,5,5,5,1, , ,1, , , ,1,"Please extens carsharing by minute like Evo in Surrey, too.",It is becoming more competitive to book a car and especially car2go seems to have more malfunctioning vehicles than Evo., , , ,1, , ,2,2,1,4,1,1,1,0,1,1,2,3,1, 
10/11/2017,10/11/2017,72.15.145.52,100,396,1,10/11/2017,R_3fZ5naJyiV6BZuA,49.25,-123.13330078125,anonymous,EN,150,4,6,3,1,2,3,2,1,1, ,1,1, , , , ,3,5,5,5,3,2,3, ,2,5,5,1,3,1,1,1, ,4,2,5,3,4,4,5,4,4,1,1, , , , , , , , , , , , , ,1,2,2,2,3,1,2,1,0,1,2,2,5,1, 
10/11/2017,10/11/2017,209.52.88.36,100,484,1,10/11/2017,R_bjFzMPkYykGMWCl,49.25,-123.13330078125,anonymous,EN,150,4,5,2,2,2,2,5,5, , ,1,1, , , , ,3,5,4,4,5,1,3, ,2,1,3,1,1,1,1,5, ,5,5, ,5,5,5,5,6,5,1,1, , , , , , , ,Love the parking options, , , , , ,1,3,4,2,5,1,2,1,2,1,1,3, ,1, 
